ID,Name,FiscalYear,FiscalYearEnd,Revenue,USFEIN,SSN,InputAddressAL,InputAddressCity,InputAddressState,InputAddressZipCode,InputAddressCountry,NewInTY22,FinalInTY22,K1DueJune30,FromADVPF,ENableTaxSoftware,Website,ChainID,FDN_Category2,FDN_Country,FDN_Currency,FDN_EntityStructure,FDN_EntityType,FDN_GeographyType,FDN_Industry,FDN_Region,FDN_Strategy,FDN_Status
887,Brown Ventures,False,30-Jun,4830890,37-5160031,146104159892758,7784 Highland Blvd,Nice,,49746,FR,Yes,No,Yes,No,No,https://www.brown-ventures.com,287,Portfolio Company-Related,FR,EUR,LLC,Private Company,Domestic,Software Development,Europe,US Private Debt,Draft
888,Müller Services LLC,True,31-Dec,1467487,24-0655350,534-73-2797,8595 Center Blvd,Tel Aviv,,64807,IL,No,No,No,Yes,Yes,https://www.mller-services-llc.com,288,Deal-Related,IL,ILS,LLC,Partnership,International,Healthcare,Middle East,European Senior Loans,Draft
889,Lefevre Enterprises SA,True,30-Jun,1311295,59-1108301,448-36-9682,7064 Market Dr,Prague,,40953,NL,No,No,Yes,No,Yes,https://www.lefevre-enterprises-sa.com,289,Portfolio Company-Related,NL,EUR,SA,Public Sector Undertaking,Domestic,Finance,Europe,European Senior Loans,Active
890,Moreau Holdings LLC,True,31-Mar,4314376,27-1848116,161-54-5912,2284 Riverside Ct,Riyadh,,82286,OM,Yes,Yes,Yes,No,Yes,https://www.moreau-holdings-llc.com,290,Deal-Related,OM,OMR,LLC,Partnership,Domestic,Software Development,Middle East,Global Credit,Pending Validation
891,Thomas Capital Pvt Ltd,False,31-Mar,3341518,41-2543614,871-77-6909,3739 Elm Way,Montevideo,,63648,UY,Yes,Yes,Yes,No,No,https://www.thomas-capital-pvt-ltd.com,291,Portfolio Company-Related,UY,UYU,Private Company,Individual,International,Healthcare,South America,European Senior Loans,Active
892,Schmidt Management Ltd,False,31-Mar,4980996,58-2596356,684-14-5331,2334 Willow Ave,Tel Aviv,,97789,IL,Yes,No,Yes,Yes,No,https://www.schmidt-management-ltd.com,292,Fund-Related,IL,ILS,Limited Company,Private Company,International,Finance,Middle East,US Private Debt,Pending Validation
893,Rossi Solutions Ltd,False,30-Jun,2749364,93-9773641,290-13-5338,2979 Washington Blvd,Stockholm,,84301,PT,No,No,Yes,No,Yes,https://www.rossi-solutions-ltd.com,293,Deal-Related,PT,EUR,Limited Company,Corporation,International,Software Development,Europe,Global Credit,Pending Validation
894,Lefevre International SARL,True,30-Sep,2281146,94-8720433,402-63-6586,9071 Riverside Dr,Lima,,11035,CL,Yes,No,No,No,Yes,https://www.lefevre-international-sarl.com,294,Portfolio Company-Related,CL,CLP,SARL,Corporation,Domestic,Construction,South America,European Senior Loans,Pending Validation
895,Schmidt Ventures Ltd,False,31-Mar,998326,96-9113230,488-60-5654,2400 Riverside St,Monterrey,,20358,MX,No,No,Yes,Yes,Yes,https://www.schmidt-ventures-ltd.com,295,Fund-Related,MX,MXN,Limited Company,Organization,International,Construction,North America,US Private Debt,Active
896,Martin Industries Pvt Ltd,True,30-Jun,1839483,81-4523281,161-13-8347,3584 Cherry Dr,Berlin,,68767,BE,No,Yes,Yes,No,No,https://www.martin-industries-pvt-ltd.com,296,Fund-Related,BE,EUR,Private Company,Partnership,International,eCommerce,Europe,Global Convertibles,Draft
897,Costa Investments SA,True,31-Dec,1611099,19-3992909,455-50-2750,1454 Highland Ct,Berlin,,44761,ES,Yes,Yes,No,No,No,https://www.costa-investments-sa.com,297,Deal-Related,ES,EUR,SA,Private Company,Domestic,eCommerce,Europe,Global Convertibles,Active
898,Moreau Enterprises SA,False,31-Mar,4703708,50-3674549,130-45-0959,7729 Cherry Dr,Ottawa,,H2D 3V3,CA,Yes,Yes,Yes,No,No,https://www.moreau-enterprises-sa.com,298,Portfolio Company-Related,CA,CAD,SA,Public Sector Undertaking,Domestic,Software Development,North America,European Senior Loans,Draft
899,Costa Solutions SA,False,31-Mar,4770277,97-6813102,404-68-1195,982 Washington Ct,Manama,,73471,IL,No,No,No,Yes,No,https://www.costa-solutions-sa.com,299,Deal-Related,IL,ILS,SA,Public Sector Undertaking,International,Finance,Middle East,US Private Debt,Draft
900,Müller International Pvt Ltd,False,30-Jun,4544243,56-7314717,306-73-1234,8780 Lake Ln,Brussels,,16230,IT,Yes,No,No,Yes,No,https://www.mller-international-pvt-ltd.com,300,Portfolio Company-Related,IT,EUR,Private Company,Public Sector Undertaking,International,Software Development,Europe,Global Credit,Pending Validation
901,Smith Partners LLC,False,30-Sep,1794760,99-2548252,152-10-7720,2910 Maple Blvd,Brussels,,58072,DE,Yes,No,No,Yes,Yes,https://www.smith-partners-llc.com,301,Portfolio Company-Related,DE,EUR,LLC,Corporation,International,Finance,Europe,Global Credit,Active
902,Thomas Holdings LLC,False,30-Sep,1097439,50-7940241,782-21-2946,3096 Main Ave,Vancouver,,T6C 1F8,CA,Yes,No,No,No,Yes,https://www.thomas-holdings-llc.com,302,Portfolio Company-Related,CA,CAD,LLC,Individual,International,Software Development,North America,European Senior Loans,Pending Validation
903,Rossi Partners LLC,False,30-Jun,1744933,54-0326526,668-21-8062,7769 Main St,Buenos Aires,,84110,CL,No,Yes,Yes,Yes,Yes,https://www.rossi-partners-llc.com,303,Portfolio Company-Related,CL,CLP,LLC,Organization,Domestic,eCommerce,South America,Global Credit,Draft
904,Johnson Partners Ltd,False,31-Dec,2977657,58-6016291,726-13-2140,7915 Center Ave,Manama,,67761,AE,Yes,No,Yes,No,Yes,https://www.johnson-partners-ltd.com,304,Deal-Related,AE,AED,Limited Company,Organization,International,eCommerce,Middle East,Global Credit,Pending Validation
905,Kowalski Advisors,True,31-Dec,2454340,90-0827040,294-47-7201,6522 Riverside Ln,Quito,,31821,BR,No,Yes,Yes,Yes,Yes,https://www.kowalski-advisors.com,305,Fund-Related,BR,BRL,Limited Company,Individual,Domestic,Finance,South America,US Private Debt,Draft
906,Johnson Partners LLC,False,30-Jun,2562980,39-1220511,342-26-1896,5341 Highland Ave,Jeddah,,10730,IL,No,Yes,Yes,No,No,https://www.johnson-partners-llc.com,306,Fund-Related,IL,ILS,LLC,Corporation,International,Healthcare,Middle East,US Private Debt,Pending Validation
907,Johnson Holdings LLC,False,30-Jun,4782506,80-1139922,832-82-4416,9408 Oak Dr,Santiago,,97518,VE,Yes,No,No,No,No,https://www.johnson-holdings-llc.com,307,Deal-Related,VE,VES,LLC,Private Company,International,Software Development,South America,Global Credit,Draft
908,Thomas Investments Ltd,False,31-Dec,3365869,53-3317803,122-73-6426,2594 Riverside Pl,Bogotá,,39850,CL,No,Yes,No,Yes,Yes,https://www.thomas-investments-ltd.com,308,Fund-Related,CL,CLP,Limited Company,Individual,International,Construction,South America,European Senior Loans,Active
909,Silva Management LLC,False,30-Jun,4860995,88-7633480,282-59-6119,2235 Broad Rd,Lima,,45349,CO,Yes,Yes,No,No,No,https://www.silva-management-llc.com,309,Fund-Related,CO,COP,LLC,Public Sector Undertaking,Domestic,Healthcare,South America,Global Credit,Draft
910,White Investments,True,31-Mar,1412975,75-9333552,684-83-2534,1545 Maple Ct,Kuwait City,,30461,QA,No,No,Yes,No,Yes,https://www.white-investments.com,310,Fund-Related,QA,QAR,LLC,Private Company,International,Finance,Middle East,US Private Debt,Active
911,Moreau Management SARL,False,31-Mar,4722779,76-9994918,595-24-4422,8509 Oak Blvd,Puebla,,38869,MX,No,No,Yes,Yes,Yes,https://www.moreau-management-sarl.com,311,Deal-Related,MX,MXN,SARL,Private Company,International,Construction,North America,Global Credit,Active
912,Martin Industries Ltd,True,30-Sep,4268369,31-8026510,870-38-0016,107 Cherry Way,Montevideo,,61024,CL,Yes,Yes,No,Yes,Yes,https://www.martin-industries-ltd.com,312,Deal-Related,CL,CLP,Limited Company,Individual,Domestic,Construction,South America,US Private Debt,Active
913,Jackson Ventures SARL,False,31-Dec,4903025,81-5716959,691-52-3184,2083 Highland Rd,Santiago,,42649,UY,Yes,No,Yes,No,Yes,https://www.jackson-ventures-sarl.com,313,Portfolio Company-Related,UY,UYU,SARL,Partnership,International,Healthcare,South America,Global Convertibles,Pending Validation
914,Brown Advisors Ltd,True,30-Sep,3856112,61-4951813,843-31-8547,9363 Riverside Way,Doha,,30787,KW,No,Yes,Yes,No,No,https://www.brown-advisors-ltd.com,314,Deal-Related,KW,KWD,Limited Company,Individual,International,Software Development,Middle East,Global Convertibles,Pending Validation
915,Thomas Group SARL,True,31-Dec,4448036,96-4780038,379-10-6671,3394 Oak Way,Buenos Aires,,46014,CO,Yes,No,Yes,Yes,No,https://www.thomas-group-sarl.com,315,Fund-Related,CO,COP,SARL,Private Company,International,Healthcare,South America,US Private Debt,Active
916,White Ventures SA,False,31-Dec,1482937,79-7083090,731-94-8821,4080 Spruce Way,Edmonton,,T8O 4Q6,CA,No,No,Yes,Yes,Yes,https://www.white-ventures-sa.com,316,Fund-Related,CA,CAD,SA,Corporation,Domestic,eCommerce,North America,Global Convertibles,Pending Validation
917,Costa Solutions SA,False,30-Sep,1415409,51-0911397,564-62-2903,8550 Lake Ct,Lisbon,,92179,IE,Yes,No,No,No,No,https://www.costa-solutions-sa.com,317,Deal-Related,IE,EUR,SA,Corporation,International,Software Development,Europe,Global Convertibles,Draft
918,Moreau Services SARL,False,30-Jun,807404,29-8996446,107-90-4610,4353 Walnut Dr,Tel Aviv,,60910,BH,No,No,Yes,No,No,https://www.moreau-services-sarl.com,318,Deal-Related,BH,BHD,SARL,Corporation,International,eCommerce,Middle East,US Private Debt,Draft
919,Jackson Holdings Pvt Ltd,False,30-Jun,2964340,15-8142018,823-66-9159,4829 Walnut Ct,Guadalajara,,84278,MX,Yes,Yes,Yes,No,No,https://www.jackson-holdings-pvt-ltd.com,319,Portfolio Company-Related,MX,MXN,Private Company,Public Sector Undertaking,International,eCommerce,North America,European Senior Loans,Draft
920,Jackson Services LLC,True,31-Mar,1834015,77-3197346,118-96-0067,4077 Hill Dr,Bogotá,,26899,BR,No,No,No,No,No,https://www.jackson-services-llc.com,320,Fund-Related,BR,BRL,LLC,Individual,International,Software Development,South America,Global Credit,Active
921,Anderson Solutions,True,30-Sep,1495983,11-2753418,550-54-3490,2481 Market Ct,Montreal,,C1E 1S6,CA,Yes,Yes,No,Yes,No,https://www.anderson-solutions.com,321,Fund-Related,CA,CAD,Limited Company,Public Sector Undertaking,International,Software Development,North America,US Private Debt,Draft
922,Martin Holdings LLC,False,30-Jun,3385544,82-8309978,662-75-1854,9384 Cedar Ln,Prague,,58085,SE,Yes,Yes,No,Yes,No,https://www.martin-holdings-llc.com,322,Deal-Related,SE,SEK,LLC,Partnership,International,Finance,Europe,US Private Debt,Draft
923,Smith International Pvt Ltd,True,30-Jun,4559850,68-1363567,841-41-5042,3131 Elm Ln,Berlin,,59716,ES,No,No,Yes,Yes,No,https://www.smith-international-pvt-ltd.com,323,Fund-Related,ES,EUR,Private Company,Individual,Domestic,eCommerce,Europe,US Private Debt,Pending Validation
924,Johnson Capital SA,False,31-Mar,3843281,66-4768677,213-70-2200,1213 Highland Way,Guadalajara,,29715,MX,Yes,No,No,No,Yes,https://www.johnson-capital-sa.com,324,Fund-Related,MX,MXN,SA,Public Sector Undertaking,Domestic,Finance,North America,Global Credit,Draft
925,Schmidt Group SA,False,30-Jun,3516073,35-0415909,117-82-7128,2978 Park Pl,Ottawa,,V5O 6W6,CA,Yes,No,Yes,Yes,No,https://www.schmidt-group-sa.com,325,Fund-Related,CA,CAD,SA,Private Company,International,Healthcare,North America,US Private Debt,Active
926,Harris Industries LLC,True,31-Mar,3740208,37-8715516,199-22-3784,8711 Main Rd,Santiago,,78969,UY,Yes,No,No,No,Yes,https://www.harris-industries-llc.com,326,Deal-Related,UY,UYU,LLC,Individual,Domestic,Finance,South America,European Senior Loans,Pending Validation
927,Garcia Industries SA,True,31-Dec,2811742,71-6396087,458-85-9439,1601 Market Blvd,Doha,,72539,BH,Yes,Yes,Yes,Yes,Yes,https://www.garcia-industries-sa.com,327,Deal-Related,BH,BHD,SA,Corporation,International,Finance,Middle East,European Senior Loans,Draft
928,Dubois International LLC,True,31-Mar,4186353,13-9115376,229-22-3721,7495 Cedar Ave,Caracas,,48759,VE,Yes,Yes,No,Yes,Yes,https://www.dubois-international-llc.com,328,Fund-Related,VE,VES,LLC,Organization,International,Construction,South America,European Senior Loans,Pending Validation
929,Costa International SARL,True,31-Dec,1933519,64-1699161,447-93-0425,7440 Cherry Dr,Ottawa,,G1D 0T1,CA,No,No,No,Yes,Yes,https://www.costa-international-sarl.com,329,Deal-Related,CA,CAD,SARL,Corporation,Domestic,Finance,North America,Global Convertibles,Draft
930,Martin Partners SARL,False,30-Jun,4623302,11-5167511,746-30-5547,5090 Willow Way,Tijuana,,25970,MX,Yes,No,No,Yes,Yes,https://www.martin-partners-sarl.com,330,Deal-Related,MX,MXN,SARL,Individual,International,eCommerce,North America,Global Convertibles,Pending Validation
931,Silva Services SARL,False,30-Sep,2819397,47-6978909,187-24-2321,5708 Riverside Dr,Quito,,37114,UY,No,No,Yes,No,Yes,https://www.silva-services-sarl.com,331,Fund-Related,UY,UYU,SARL,Public Sector Undertaking,International,Construction,South America,Global Credit,Draft
932,Jackson Enterprises LLC,True,31-Dec,853538,32-7741111,612-92-1821,9897 Highland Blvd,Jeddah,,70583,QA,No,No,Yes,No,No,https://www.jackson-enterprises-llc.com,332,Deal-Related,QA,QAR,LLC,Corporation,Domestic,Healthcare,Middle East,European Senior Loans,Pending Validation
933,Dubois Industries Pvt Ltd,True,31-Dec,3235622,90-7490291,692-25-1401,995 Maple Way,Lima,,18523,CO,No,Yes,Yes,Yes,Yes,https://www.dubois-industries-pvt-ltd.com,333,Deal-Related,CO,COP,Private Company,Corporation,International,Healthcare,South America,Global Convertibles,Pending Validation
934,Moreau Ventures SA,True,30-Jun,1184896,23-2296115,357-69-7113,45 Cedar St,Ottawa,,B1Z 8D0,CA,No,No,No,Yes,No,https://www.moreau-ventures-sa.com,334,Deal-Related,CA,CAD,SA,Organization,International,Finance,North America,US Private Debt,Active
935,Brown Investments,True,30-Jun,4359350,15-6973953,141067264219580,3394 Walnut Way,Strasbourg,,25834,FR,Yes,No,No,Yes,No,https://www.brown-investments.com,335,Deal-Related,FR,EUR,Private Company,Partnership,Domestic,eCommerce,Europe,Global Convertibles,Active
936,Jackson Group LLC,True,31-Mar,861925,90-7348147,852-34-2292,585 Lake St,Jeddah,,74124,BH,Yes,No,Yes,No,Yes,https://www.jackson-group-llc.com,336,Deal-Related,BH,BHD,LLC,Public Sector Undertaking,International,Construction,Middle East,European Senior Loans,Active
937,Moreau Industries LLC,True,30-Sep,3751305,56-9050590,335-98-8697,2733 Park Blvd,Abu Dhabi,,99180,IL,No,Yes,No,No,No,https://www.moreau-industries-llc.com,337,Portfolio Company-Related,IL,ILS,LLC,Partnership,Domestic,Software Development,Middle East,European Senior Loans,Active
938,Costa Solutions SARL,False,31-Mar,1251039,97-6932248,618-67-4306,700 Willow St,Edmonton,,Z3W 8A2,CA,Yes,No,No,Yes,No,https://www.costa-solutions-sarl.com,338,Fund-Related,CA,CAD,SARL,Public Sector Undertaking,International,Software Development,North America,European Senior Loans,Active
939,Anderson Group SA,True,30-Jun,1680403,60-8305156,801-78-8412,1229 Washington Ct,Prague,,60351,ES,Yes,Yes,Yes,Yes,Yes,https://www.anderson-group-sa.com,339,Fund-Related,ES,EUR,SA,Private Company,International,Finance,Europe,Global Convertibles,Active
940,Garcia Services SA,True,30-Jun,3424172,32-4177013,410-46-9444,7345 Lake Ln,Muscat,,20487,SA,No,No,Yes,No,Yes,https://www.garcia-services-sa.com,340,Fund-Related,SA,SAR,SA,Corporation,International,Software Development,Middle East,European Senior Loans,Draft
941,Anderson Management Pvt Ltd,True,30-Jun,2485996,99-7470322,596-70-0321,7365 Spruce Rd,Jeddah,,48644,AE,No,No,No,No,Yes,https://www.anderson-management-pvt-ltd.com,341,Fund-Related,AE,AED,Private Company,Public Sector Undertaking,Domestic,eCommerce,Middle East,Global Credit,Active
942,Kowalski Management SARL,False,31-Mar,4803091,69-3766824,127-10-2523,4304 Riverside Ct,Abu Dhabi,,95696,SA,Yes,Yes,Yes,No,No,https://www.kowalski-management-sarl.com,342,Fund-Related,SA,SAR,SARL,Private Company,International,Software Development,Middle East,European Senior Loans,Pending Validation
943,Martin International SARL,True,31-Mar,1609554,49-7746753,562-14-0932,6042 Riverside Ave,Madrid,,90610,PT,Yes,No,No,Yes,Yes,https://www.martin-international-sarl.com,343,Portfolio Company-Related,PT,EUR,SARL,Organization,International,Construction,Europe,Global Credit,Draft
944,Thomas Management,True,30-Sep,1262101,49-3463308,329-29-4559,9972 Cedar Rd,Kuwait City,,75377,IL,Yes,No,Yes,No,Yes,https://www.thomas-management.com,344,Portfolio Company-Related,IL,ILS,SA,Public Sector Undertaking,Domestic,Finance,Middle East,US Private Debt,Pending Validation
945,Moreau Ventures Ltd,True,31-Dec,1888882,92-3859992,241-73-3079,725 Lake Ln,Manama,,22170,IL,No,No,No,Yes,No,https://www.moreau-ventures-ltd.com,345,Fund-Related,IL,ILS,Limited Company,Private Company,Domestic,Construction,Middle East,US Private Debt,Draft
946,White Industries SARL,False,31-Dec,1870386,15-1528449,394-92-7476,5682 Riverside Way,Buenos Aires,,64401,AR,Yes,Yes,No,Yes,Yes,https://www.white-industries-sarl.com,346,Deal-Related,AR,ARS,SARL,Individual,International,Construction,South America,European Senior Loans,Pending Validation
947,Lefevre Advisors SA,True,31-Mar,3518202,51-9522639,710-20-0861,2550 Washington St,Madrid,,45665,DE,No,Yes,Yes,No,No,https://www.lefevre-advisors-sa.com,347,Portfolio Company-Related,DE,EUR,SA,Partnership,International,Construction,Europe,European Senior Loans,Draft
948,Garcia Group Ltd,True,31-Mar,2674480,69-7471866,467-49-7978,9039 Cedar Blvd,Austin,RI,20744,US,Yes,Yes,Yes,No,Yes,https://www.garcia-group-ltd.com,348,Deal-Related,US,USD,Limited Company,Organization,Domestic,eCommerce,North America,Global Credit,Pending Validation
949,Martin Enterprises Ltd,True,30-Jun,1674183,19-3340730,593-72-4080,94 Main Blvd,Montevideo,,15750,PE,No,Yes,Yes,Yes,Yes,https://www.martin-enterprises-ltd.com,349,Deal-Related,PE,PEN,Limited Company,Corporation,Domestic,eCommerce,South America,European Senior Loans,Active
950,Harris Group LLC,True,30-Sep,3251928,54-1013410,734-65-1309,7307 Oak Ave,Kuwait City,,87088,BH,No,No,No,No,No,https://www.harris-group-llc.com,350,Portfolio Company-Related,BH,BHD,LLC,Organization,Domestic,Finance,Middle East,Global Convertibles,Pending Validation
951,Taylor Holdings Ltd,False,30-Sep,4553225,73-8993490,116-90-8443,9422 Hill Blvd,Brussels,,66261,NL,Yes,No,Yes,Yes,No,https://www.taylor-holdings-ltd.com,351,Portfolio Company-Related,NL,EUR,Limited Company,Private Company,International,Software Development,Europe,European Senior Loans,Active
952,Dubois Advisors SA,False,31-Dec,4255470,99-8894713,661-66-7503,4983 Spruce Blvd,Brussels,,32509,IT,Yes,No,No,No,Yes,https://www.dubois-advisors-sa.com,352,Deal-Related,IT,EUR,SA,Organization,International,eCommerce,Europe,Global Convertibles,Active
953,Dubois Solutions LLC,False,31-Dec,2998414,20-5844074,538-70-1645,6306 Riverside Rd,Rome,,78164,BE,No,No,Yes,No,Yes,https://www.dubois-solutions-llc.com,353,Portfolio Company-Related,BE,EUR,LLC,Organization,Domestic,Software Development,Europe,European Senior Loans,Active
954,Lefevre Services SARL,False,30-Jun,2480052,71-9409163,711-46-4071,1273 Willow Ave,Boston,AL,14089,US,No,No,Yes,Yes,Yes,https://www.lefevre-services-sarl.com,354,Deal-Related,US,USD,SARL,Organization,Domestic,eCommerce,North America,Global Credit,Draft
955,Moreau Capital Ltd,True,31-Mar,1949397,25-5067560,245-43-7486,3354 Cedar St,Boston,NM,32882,US,No,No,Yes,No,Yes,https://www.moreau-capital-ltd.com,355,Deal-Related,US,USD,Limited Company,Public Sector Undertaking,Domestic,Software Development,North America,European Senior Loans,Pending Validation
956,Jackson Management Ltd,False,31-Dec,1500861,84-8368933,751-64-7210,8021 Market Blvd,Rome,,76294,IE,Yes,No,No,Yes,Yes,https://www.jackson-management-ltd.com,356,Fund-Related,IE,EUR,Limited Company,Public Sector Undertaking,International,Software Development,Europe,Global Credit,Pending Validation
957,Smith Ventures Pvt Ltd,False,30-Jun,1056165,12-9015886,773-84-1743,6259 Sunset Pl,Santiago,,67958,PE,No,Yes,No,No,Yes,https://www.smith-ventures-pvt-ltd.com,357,Fund-Related,PE,PEN,Private Company,Corporation,International,Software Development,South America,European Senior Loans,Active
958,Rossi International Pvt Ltd,False,30-Sep,1620080,94-9517611,746-87-0515,1921 Highland Dr,Quito,,90478,EC,Yes,Yes,Yes,Yes,Yes,https://www.rossi-international-pvt-ltd.com,358,Portfolio Company-Related,EC,USD,Private Company,Organization,Domestic,Software Development,South America,Global Convertibles,Active
959,Jackson Holdings Pvt Ltd,False,30-Sep,1471634,63-2000834,227-67-2803,9854 Highland Way,Santiago,,85551,UY,No,Yes,No,Yes,Yes,https://www.jackson-holdings-pvt-ltd.com,359,Fund-Related,UY,UYU,Private Company,Partnership,Domestic,Finance,South America,Global Credit,Draft
960,Martin Solutions,True,31-Dec,1049801,25-6456309,679-30-3182,7149 Sunset Dr,Caracas,,74044,UY,Yes,Yes,No,Yes,No,https://www.martin-solutions.com,360,Portfolio Company-Related,UY,UYU,SARL,Public Sector Undertaking,International,Healthcare,South America,European Senior Loans,Draft
961,Anderson Group SARL,False,31-Mar,3624901,63-6167297,286-60-6182,9346 Hill St,São Paulo,,83207,UY,No,Yes,Yes,No,No,https://www.anderson-group-sarl.com,361,Portfolio Company-Related,UY,UYU,SARL,Public Sector Undertaking,Domestic,Healthcare,South America,European Senior Loans,Active
962,Kowalski Investments SA,False,31-Mar,1204053,11-3553544,294-25-7846,3975 Willow Rd,Lisbon,,41369,IT,No,No,No,No,No,https://www.kowalski-investments-sa.com,362,Fund-Related,IT,EUR,SA,Organization,International,Construction,Europe,European Senior Loans,Pending Validation
963,Garcia Solutions SARL,True,31-Dec,1695069,97-8932346,814-25-6643,228 Willow Rd,Mexico City,,65702,MX,No,Yes,Yes,Yes,Yes,https://www.garcia-solutions-sarl.com,363,Portfolio Company-Related,MX,MXN,SARL,Corporation,International,Software Development,North America,Global Credit,Pending Validation
964,Dubois Partners Ltd,False,31-Mar,1878731,47-9625551,782-28-9260,7244 Highland Ave,Quito,,15253,VE,Yes,No,No,Yes,No,https://www.dubois-partners-ltd.com,364,Portfolio Company-Related,VE,VES,Limited Company,Public Sector Undertaking,Domestic,eCommerce,South America,Global Credit,Draft
965,Garcia Management Ltd,True,30-Jun,1671549,20-6337233,227-45-1052,5606 Oak Rd,Dublin,,73595,ES,Yes,Yes,Yes,Yes,No,https://www.garcia-management-ltd.com,365,Deal-Related,ES,EUR,Limited Company,Private Company,Domestic,Healthcare,Europe,Global Convertibles,Active
966,Lefevre Industries SARL,False,30-Sep,2860039,13-5346644,201-93-5493,2393 Elm St,Phoenix,NM,28191,US,Yes,No,Yes,Yes,No,https://www.lefevre-industries-sarl.com,366,Portfolio Company-Related,US,USD,SARL,Corporation,International,Construction,North America,Global Credit,Active
967,Martin Management SARL,True,30-Jun,2662043,53-7076906,746-88-9365,6632 Pine Ave,Buenos Aires,,55039,AR,No,No,No,No,No,https://www.martin-management-sarl.com,367,Fund-Related,AR,ARS,SARL,Individual,International,eCommerce,South America,Global Convertibles,Pending Validation
968,Moreau Holdings Ltd,True,30-Sep,3746661,83-6611593,650-80-1394,4993 Lake Dr,Santiago,,64087,PE,No,Yes,Yes,Yes,Yes,https://www.moreau-holdings-ltd.com,368,Portfolio Company-Related,PE,PEN,Limited Company,Private Company,Domestic,Software Development,South America,US Private Debt,Active
969,Taylor Group Ltd,True,30-Sep,3105301,59-7015136,354-30-5364,9465 Highland Rd,Rome,,75308,BE,Yes,No,No,Yes,Yes,https://www.taylor-group-ltd.com,369,Fund-Related,BE,EUR,Limited Company,Public Sector Undertaking,International,eCommerce,Europe,European Senior Loans,Active
970,Rossi Capital,True,30-Jun,2508477,97-2363282,887-30-8218,8460 Willow Pl,Vienna,,68652,NL,No,Yes,Yes,Yes,Yes,https://www.rossi-capital.com,370,Fund-Related,NL,EUR,Limited Company,Partnership,International,eCommerce,Europe,European Senior Loans,Active
971,Taylor International Ltd,False,31-Dec,1235188,31-0334774,700-98-5937,7225 Spruce Blvd,Muscat,,12602,AE,Yes,Yes,Yes,No,No,https://www.taylor-international-ltd.com,371,Portfolio Company-Related,AE,AED,Limited Company,Public Sector Undertaking,International,eCommerce,Middle East,Global Credit,Draft
972,Jackson Services Ltd,True,31-Dec,1914779,12-4037710,311-18-1653,9732 Maple Ct,São Paulo,,42077,UY,Yes,Yes,Yes,No,Yes,https://www.jackson-services-ltd.com,372,Deal-Related,UY,UYU,Limited Company,Private Company,International,Construction,South America,US Private Debt,Pending Validation
973,Smith Capital Ltd,True,31-Dec,4355096,27-1420416,240-92-6813,7472 Willow Way,Tijuana,,33566,MX,No,Yes,Yes,No,Yes,https://www.smith-capital-ltd.com,373,Portfolio Company-Related,MX,MXN,Limited Company,Partnership,International,Finance,North America,European Senior Loans,Draft
974,Anderson Group SARL,False,31-Dec,3112749,46-2447304,864-95-0562,9813 Highland Ln,Prague,,26182,AT,No,Yes,No,Yes,Yes,https://www.anderson-group-sarl.com,374,Portfolio Company-Related,AT,EUR,SARL,Private Company,International,Software Development,Europe,European Senior Loans,Draft
975,Martin Solutions SARL,True,30-Sep,4887322,65-5202636,801-87-2151,5883 Cedar Dr,Tel Aviv,,36197,SA,No,Yes,No,No,Yes,https://www.martin-solutions-sarl.com,375,Fund-Related,SA,SAR,SARL,Public Sector Undertaking,International,Construction,Middle East,Global Convertibles,Pending Validation
976,Lefevre Industries SA,False,31-Dec,4896501,67-8584911,419-29-1061,7274 Oak Blvd,Caracas,,54304,PE,Yes,No,No,Yes,Yes,https://www.lefevre-industries-sa.com,376,Fund-Related,PE,PEN,SA,Public Sector Undertaking,Domestic,Software Development,South America,Global Convertibles,Pending Validation
977,Müller Group SA,True,30-Sep,3262164,43-0502947,133-53-6904,4275 Lake Dr,Dubai,,28256,IL,Yes,Yes,No,Yes,No,https://www.mller-group-sa.com,377,Portfolio Company-Related,IL,ILS,SA,Individual,International,Healthcare,Middle East,US Private Debt,Draft
978,White Investments SA,True,31-Dec,2676108,81-6923579,526-81-8683,2197 Main Rd,Doha,,36651,IL,Yes,Yes,No,No,Yes,https://www.white-investments-sa.com,378,Portfolio Company-Related,IL,ILS,SA,Public Sector Undertaking,Domestic,Construction,Middle East,Global Convertibles,Active
979,Johnson Enterprises Ltd,True,31-Dec,2257512,69-2213242,191-50-8690,7094 Elm Ln,Rio de Janeiro,,51060,UY,No,No,No,No,No,https://www.johnson-enterprises-ltd.com,379,Deal-Related,UY,UYU,Limited Company,Individual,International,eCommerce,South America,Global Convertibles,Draft
980,Anderson Solutions LLC,True,30-Sep,4040374,34-7049385,813-79-2721,9846 Main Rd,Monterrey,,37494,MX,No,No,Yes,No,No,https://www.anderson-solutions-llc.com,380,Portfolio Company-Related,MX,MXN,LLC,Public Sector Undertaking,Domestic,eCommerce,North America,Global Convertibles,Active
981,Lefevre Solutions SARL,False,30-Jun,3615873,45-4695180,556-29-0567,4027 Riverside Ct,Montevideo,,82179,EC,No,Yes,Yes,Yes,No,https://www.lefevre-solutions-sarl.com,381,Deal-Related,EC,USD,SARL,Corporation,Domestic,eCommerce,South America,European Senior Loans,Active
